p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ADAR.1	0.00497409784621056	0.263632827009502	0.463	0.302	1	4	ADAR
PDZK1	0.00498998668909149	1.49964635291721	0.065	0.023	1	4	PDZK1
CTPS2.1	0.00499228949758274	0.29558725837063	0.187	0.099	1	4	CTPS2
FAM174C.1	0.00499418463474448	0.234984671615907	0.407	0.253	1	4	FAM174C
SLC22A23	0.0050298798697303	0.502149384450511	0.114	0.051	1	4	SLC22A23
CNIH4.1	0.00503986681579354	0.138787364007221	0.602	0.386	1	4	CNIH4
WDR6.1	0.00504272890828418	0.293971129403503	0.276	0.159	1	4	WDR6
PMS2.1	0.00505038276712847	0.263200790372194	0.195	0.102	1	4	PMS2
CEP57.2	0.00505552178039466	0.288995310962976	0.561	0.361	1	4	CEP57
C9orf64	0.00505663229864539	0.476869294972528	0.13	0.06	1	4	C9orf64
RNF114.3	0.00506986046687056	0.240449070662662	0.496	0.329	1	4	RNF114
FBXO7.1	0.00507287839614876	0.223761634541857	0.407	0.251	1	4	FBXO7
CARD16.2	0.00507705576705539	-2.44764345271733	0.024	0.1	1	4	CARD16
COG3.1	0.00507900605819999	0.181906828461301	0.236	0.13	1	4	COG3
FBXO25.1	0.00508574657936088	0.442945484020384	0.293	0.177	1	4	FBXO25
ACY1	0.00509439390509886	0.740330051227023	0.163	0.084	1	4	ACY1
TDP2.1	0.00509864517671343	0.398960858870193	0.276	0.163	1	4	TDP2
AL139021.1	0.00510607829159327	0.867965533938634	0.098	0.041	1	4	AL139021.1
AC099332.1	0.0051076239854851	1.41149309226344	0.049	0.014	1	4	AC099332.1
LYAR	0.00511719168715203	0.214312135771682	0.276	0.16	1	4	LYAR
EIF3G.2	0.00512049521139335	-0.557853634186487	0.78	0.69	1	4	EIF3G
GOLPH3L.2	0.00512906913491728	0.202416290735933	0.276	0.158	1	4	GOLPH3L
LINC00630.1	0.00514564499037633	0.643166647552268	0.138	0.067	1	4	LINC00630
RAB4B.2	0.00514631649481853	0.534757602520781	0.244	0.143	1	4	RAB4B
KLHL14.3	0.00514677164854056	1.00663671143468	0.114	0.052	1	4	KLHL14
TERF2IP.2	0.00514885196600348	0.181179705330101	0.87	0.699	1	4	TERF2IP
ZNF559	0.00515547094755267	0.329849918221495	0.236	0.129	1	4	ZNF559
GPR108.1	0.00516960931678582	0.324214277535982	0.325	0.197	1	4	GPR108
ZNF777	0.00517879915779015	0.834121494666414	0.098	0.041	1	4	ZNF777
NRBF2	0.00518102841958158	0.361326656953766	0.333	0.208	1	4	NRBF2
CDKN2AIPNL	0.00518309643689807	0.325377463249581	0.22	0.12	1	4	CDKN2AIPNL
PCNX2.2	0.00518626136553752	0.415274843968142	0.276	0.161	1	4	PCNX2
AGFG2	0.00519546657785128	0.544126744096181	0.171	0.09	1	4	AGFG2
AC009126.1.1	0.00519712493074269	0.797542551942158	0.098	0.041	1	4	AC009126.1
SYCP3	0.00520052503584278	1.58365998770613	0.057	0.019	1	4	SYCP3
LDHD	0.00520052503584278	1.62365424160027	0.057	0.019	1	4	LDHD
UBXN7.1	0.00520257029528113	0.233940970449223	0.382	0.239	1	4	UBXN7
TTLL9	0.00521033735213776	1.57082741973634	0.049	0.014	1	4	TTLL9
PLAAT4.2	0.00521777443829364	0.233905344375094	0.634	0.428	1	4	PLAAT4
HMG20A.1	0.00522152442543279	0.209842045540219	0.39	0.244	1	4	HMG20A
COQ7.2	0.00523331370300306	0.480570205347182	0.252	0.147	1	4	COQ7
C8orf82.2	0.00523803544181032	0.169273999991542	0.325	0.192	1	4	C8orf82
UBR5-AS1.1	0.00523971625930392	0.513214530722779	0.106	0.046	1	4	UBR5-AS1
SP5.4	0.00524500996070508	0.501653103029549	0.138	0.066	1	4	SP5
PAGR1.4	0.00524950546207477	0.246430596346933	0.309	0.185	1	4	PAGR1
AC006994.2.3	0.00525316783662826	0.388225431667109	0.252	0.146	1	4	AC006994.2
ZNF529-AS1.1	0.00527313879727296	0.349068144098248	0.146	0.071	1	4	ZNF529-AS1
IRGM	0.00528484272715204	1.12600791751944	0.049	0.014	1	4	IRGM
CLEC2B.3	0.00529404475945546	0.152480046201629	0.39	0.246	1	4	CLEC2B
SOAT1	0.00529899768046068	0.132565364831589	0.276	0.156	1	4	SOAT1
DIRAS3	0.00529985877878658	1.1947005595614	0.049	0.014	1	4	DIRAS3
CFAP45	0.00529985877878658	1.60142405845915	0.049	0.014	1	4	CFAP45
GSTCD.1	0.00530496516384231	0.244197680830073	0.187	0.099	1	4	GSTCD
COA6-AS1	0.00530583694916613	0.283458658061798	0.138	0.065	1	4	COA6-AS1
LINC00836	0.00530710637272744	1.41558187890444	0.057	0.019	1	4	LINC00836
MTO1	0.00532973959251119	0.133490817804015	0.252	0.141	1	4	MTO1
HDX	0.00533059687690559	0.700253046218573	0.26	0.16	1	4	HDX
MBTD1.1	0.00533530147988933	0.282036800265772	0.309	0.186	1	4	MBTD1
EXOC5	0.00534198827114342	0.112060173076315	0.382	0.234	1	4	EXOC5
AL138828.1.1	0.0053499320782962	0.583741338207141	0.163	0.083	1	4	AL138828.1
AC092338.3	0.00535353909515808	0.83618159627494	0.073	0.027	1	4	AC092338.3
PNISR.2	0.00535437423017541	0.158844586275996	0.959	0.752	1	4	PNISR
AC025034.1	0.00536030910416698	1.29704223803009	0.049	0.014	1	4	AC025034.1
AC244090.1	0.00536739343092086	0.514718679180343	0.13	0.061	1	4	AC244090.1
ZNF518A.2	0.00537818928071947	0.225343482490067	0.39	0.244	1	4	ZNF518A
COMMD3.4	0.00538996540293086	0.210711762212343	0.496	0.317	1	4	COMMD3
ADCYAP1R1.2	0.00539954219576038	0.92482243317704	0.073	0.027	1	4	ADCYAP1R1
SOX15.4	0.0054006268888507	0.105879586772949	0.276	0.154	1	4	SOX15
DLG4	0.00540191671190214	0.395772154210294	0.171	0.087	1	4	DLG4
USP22.3	0.00540374367528521	0.285050440694198	0.683	0.468	1	4	USP22
AP000688.1	0.00541149197873971	0.973000777981102	0.065	0.023	1	4	AP000688.1
CLCC1.2	0.00541259608393953	0.513423415604955	0.244	0.141	1	4	CLCC1
FCF1.1	0.00542778189712174	0.393068547457509	0.293	0.17	1	4	FCF1
AL049870.3	0.00543674726469393	0.978308924994916	0.049	0.014	1	4	AL049870.3
AL136441.1	0.00544310557679887	1.29517722071989	0.057	0.019	1	4	AL136441.1
MT-ND4L.2	0.00546372901566943	-0.385283319132202	0.984	0.957	1	4	MT-ND4L
SPAG5-AS1	0.00547068002332916	1.69130497678469	0.057	0.019	1	4	SPAG5-AS1
DTD2	0.0054815585035676	0.682080481502826	0.179	0.096	1	4	DTD2
AC097634.3	0.00548451447664306	1.40182494263264	0.057	0.019	1	4	AC097634.3
HIPK3.2	0.00548956018259093	0.11319237741116	0.593	0.397	1	4	HIPK3
FAM91A1.1	0.0055182988819677	0.251032633750349	0.285	0.164	1	4	FAM91A1
HSP90B1.2	0.00552352166248912	0.199654571382251	0.951	0.863	1	4	HSP90B1
SLC35E4	0.00552657266503902	0.761037614434075	0.089	0.037	1	4	SLC35E4
SPTAN1	0.00552705481643847	0.171925434160659	0.78	0.583	1	4	SPTAN1
TNNC1.1	0.00553768979448357	0.885064926202309	0.065	0.023	1	4	TNNC1
STARD7	0.00554964843194018	0.325294560093713	0.317	0.196	1	4	STARD7
OLFML1.2	0.00555479428028983	0.245288071651268	0.415	0.263	1	4	OLFML1
PCP4.2	0.00556195065215104	-3.92463845055547	0.033	0.109	1	4	PCP4
CDKN1A.2	0.00556845396718086	0.131070393471229	0.52	0.351	1	4	CDKN1A
PPAN.1	0.00557206045436432	0.435946409866798	0.187	0.099	1	4	PPAN
AC026741.1	0.00557681963661718	1.25515439475505	0.049	0.014	1	4	AC026741.1
MARK2	0.00558528781005188	0.168761527217332	0.236	0.132	1	4	MARK2
CUL5.1	0.00559578972477594	0.107405200616644	0.553	0.361	1	4	CUL5
COPZ2.4	0.00560077090178424	0.186582275895801	0.585	0.389	1	4	COPZ2
AC084198.2	0.00560702247904165	0.276669252502534	0.13	0.061	1	4	AC084198.2
FAM104B	0.0056247599877533	0.209752800621553	0.285	0.166	1	4	FAM104B
SYTL4.2	0.00564191237916552	0.104611700278871	0.431	0.259	1	4	SYTL4
FAM162A.2	0.00564579609692742	0.211578548172159	0.862	0.677	1	4	FAM162A
GPATCH3	0.00564742742995842	1.17907337775568	0.073	0.028	1	4	GPATCH3
RALA.1	0.00565765959988852	0.27110358392371	0.48	0.317	1	4	RALA
GLG1.2	0.00566320917939788	0.12337884146973	0.691	0.496	1	4	GLG1
STAP2.1	0.00566537570582159	0.372680163861751	0.138	0.066	1	4	STAP2
CDC42BPG	0.00568154034085608	1.27795079734799	0.057	0.019	1	4	CDC42BPG
METTL4	0.00568779483785743	0.242335306518822	0.26	0.149	1	4	METTL4
AC124067.2.1	0.00568800711200997	1.14292793387459	0.049	0.014	1	4	AC124067.2
UBR1.2	0.00569282947708657	0.642669282809752	0.585	0.414	1	4	UBR1
SERINC1.3	0.00571279933165481	0.241027750802853	0.789	0.582	1	4	SERINC1
AKT3.4	0.00571341182265034	0.160072734324818	0.854	0.677	1	4	AKT3
ZBTB25.2	0.00571557570082475	0.332020873944446	0.195	0.104	1	4	ZBTB25
CAMKK2.2	0.0057166868881393	0.303473561644496	0.26	0.151	1	4	CAMKK2
MTERF2	0.00575498802335021	0.625987973347832	0.203	0.111	1	4	MTERF2
AP001318.2	0.00575547603910916	1.12970644478018	0.073	0.028	1	4	AP001318.2
TP53I3	0.00576018943222584	-1.84343352393096	0.081	0.168	1	4	TP53I3
NSMAF.1	0.00578489822885127	0.197396472101177	0.333	0.201	1	4	NSMAF
CDK2AP1.4	0.00578578324110943	0.128541969722608	0.724	0.483	1	4	CDK2AP1
LPCAT4	0.00579697158464162	1.13878070230291	0.057	0.019	1	4	LPCAT4
ZFP3	0.00579697158464162	1.15813632196895	0.057	0.019	1	4	ZFP3
SLC1A2	0.00579885328229002	0.792742498613531	0.098	0.042	1	4	SLC1A2
AC005332.6	0.00580546044537638	0.667997403693886	0.122	0.057	1	4	AC005332.6
TBC1D23.1	0.00581588896683626	0.143245638512229	0.398	0.253	1	4	TBC1D23
POLE2	0.00582077907302803	0.352751451405951	0.089	0.037	1	4	POLE2
SRP54	0.00582628669583208	0.26842927902117	0.553	0.383	1	4	SRP54
PTRH1	0.0058332690661136	0.418799665447523	0.252	0.145	1	4	PTRH1
ANXA7.3	0.00585706401868504	0.234517493861912	0.715	0.522	1	4	ANXA7
MIR3681HG	0.00586394194742676	0.838224628531363	0.089	0.037	1	4	MIR3681HG
JAK1.1	0.00586900626100688	0.144136055872316	0.951	0.793	1	4	JAK1
C11orf80	0.00586931502236107	0.390911001197061	0.122	0.057	1	4	C11orf80
UTP23.2	0.00587195048854106	0.173482243116686	0.431	0.278	1	4	UTP23
UBXN4.3	0.00587458027113481	0.202025925074061	0.911	0.739	1	4	UBXN4
PAOX	0.00587477764779641	0.612704861170655	0.089	0.037	1	4	PAOX
CCZ1.1	0.00587499434856696	0.248652673806643	0.285	0.166	1	4	CCZ1
SETD3.1	0.00588375037978152	0.307779302404615	0.398	0.252	1	4	SETD3
SET	0.00588584147652185	0.287468483903497	0.862	0.699	1	4	SET
MRPL39	0.00588953511290126	0.218934216230101	0.301	0.173	1	4	MRPL39
COG7.2	0.0058990929538673	0.326328872088381	0.244	0.141	1	4	COG7
COX6C.3	0.00589927247241013	-0.288640087172366	0.976	0.894	1	4	COX6C
ANKRD23	0.00590113479729265	0.188047899939853	0.179	0.092	1	4	ANKRD23
ITGA5.1	0.00590649947481264	0.477072363419632	0.163	0.085	1	4	ITGA5
BMS1.1	0.00593791096429614	0.156127940988099	0.325	0.199	1	4	BMS1
PRRC1	0.00594054073298817	0.171001324040529	0.317	0.189	1	4	PRRC1
IQCG.1	0.00594373503244421	0.475711390589015	0.171	0.088	1	4	IQCG
TRABD	0.00596096484830082	0.272134810400444	0.236	0.133	1	4	TRABD
GIMAP5	0.00597130756790236	2.05065083756377	0.041	0.011	1	4	GIMAP5
LINC02615.2	0.00597233079924234	0.446849933467087	0.106	0.047	1	4	LINC02615
KLHL18	0.00598039275395893	0.585092443689294	0.171	0.09	1	4	KLHL18
ZNF582-AS1.1	0.00599196124313735	0.350406370835168	0.171	0.088	1	4	ZNF582-AS1
CD164	0.00599377965641965	0.168764215685858	0.805	0.559	1	4	CD164
B4GAT1	0.00599539082393965	0.285557442811001	0.293	0.171	1	4	B4GAT1
SKIDA1	0.00600407418134772	0.828207341070962	0.057	0.019	1	4	SKIDA1
RNASEK.2	0.0060379743463396	-0.371870151893982	0.927	0.844	1	4	RNASEK
SRRM1	0.00604946352278206	0.237241898083569	0.919	0.737	1	4	SRRM1
C17orf49.1	0.00605169490267678	0.142367002712399	0.423	0.26	1	4	C17orf49
AC068533.3.1	0.00605916151347682	1.12441059663254	0.114	0.053	1	4	AC068533.3
GFPT1.1	0.0060672539386664	0.235996496438005	0.48	0.303	1	4	GFPT1
NUP42.2	0.00607336703450933	0.317959770437249	0.358	0.224	1	4	NUP42
ZNF789	0.00607458953332437	0.289268545736995	0.187	0.099	1	4	ZNF789
GRPEL2	0.00607957394486121	0.995499043932068	0.081	0.032	1	4	GRPEL2
U2AF1L4	0.00607992556386141	0.376953596449318	0.203	0.11	1	4	U2AF1L4
CDK5RAP3.1	0.00609297725283347	0.126292957052842	0.358	0.216	1	4	CDK5RAP3
NUP88	0.00610451261881969	0.114440792325949	0.26	0.149	1	4	NUP88
AC024145.1	0.00610528632608578	1.91592544991589	0.041	0.011	1	4	AC024145.1
ZNF33A.2	0.00613439058029814	0.242500622650868	0.398	0.261	1	4	ZNF33A
HULC.1	0.0061411311356548	0.2015834367655	0.171	0.089	1	4	HULC
TTC7A	0.00614423131479886	0.299672266845849	0.195	0.108	1	4	TTC7A
HMGN5.2	0.00614502253785561	0.234325059027741	0.268	0.154	1	4	HMGN5
KDELR3.2	0.00614773931800289	0.64980639207796	0.195	0.106	1	4	KDELR3
TSR2.1	0.00615656351291312	0.241799604240844	0.455	0.292	1	4	TSR2
MINDY2.1	0.00616331045888574	0.286191467281513	0.447	0.29	1	4	MINDY2
C19orf44.1	0.00616573569480727	0.510012890121261	0.114	0.052	1	4	C19orf44
ASTE1.2	0.00616958548050565	0.566293283682889	0.122	0.057	1	4	ASTE1
SPATA17	0.00618068448302445	0.826925320649635	0.073	0.028	1	4	SPATA17
AC140125.2	0.00618305552800838	1.58605557411084	0.041	0.011	1	4	AC140125.2
AC106037.3	0.00618305552800838	1.85876774308039	0.041	0.011	1	4	AC106037.3
ALG13.1	0.00618350802343684	0.115470528408951	0.447	0.297	1	4	ALG13
NAT2.1	0.00618687094904558	0.81405309829842	0.057	0.019	1	4	NAT2
ASB16-AS1	0.00618937656824707	0.39069128842798	0.146	0.072	1	4	ASB16-AS1
CSNK2A2.1	0.0061933356108978	0.238203270638629	0.317	0.193	1	4	CSNK2A2
SLC44A3.2	0.0061945917066902	0.446586965165776	0.211	0.115	1	4	SLC44A3
UQCRHL	0.00620263567650764	1.48239009326141	0.041	0.011	1	4	UQCRHL
SOCS2-AS1.3	0.00620284463966169	0.106193893589518	0.333	0.199	1	4	SOCS2-AS1
SELP	0.00620924664089987	2.48446822478378	0.033	0.008	1	4	SELP
TLCD2	0.00621736861051443	0.387574163334083	0.171	0.089	1	4	TLCD2
MANSC1	0.00623310270437067	0.631604198735969	0.106	0.047	1	4	MANSC1
VPS39.1	0.00624289195905736	0.205054022345297	0.252	0.143	1	4	VPS39
SEPTIN6	0.0062450120458861	0.489850579976095	0.203	0.113	1	4	SEPTIN6
RNF112.3	0.00624626546735911	0.34163968885443	0.187	0.101	1	4	RNF112
CXXC1	0.0062532211303857	0.20934935909396	0.179	0.092	1	4	CXXC1
PTTG1	0.00625985871319373	0.637495721119951	0.163	0.083	1	4	PTTG1
COPS4.1	0.00626648573116407	0.280456484771093	0.447	0.294	1	4	COPS4
MYLK-AS1	0.0062719374794055	0.794108259573192	0.122	0.058	1	4	MYLK-AS1
BCL2L14.1	0.00627897080055598	0.498027862911787	0.171	0.089	1	4	BCL2L14
FAM110D	0.00627913696832583	2.00546163402454	0.033	0.008	1	4	FAM110D
FBXO28	0.00627993920862133	0.154733310124445	0.236	0.13	1	4	FBXO28
TMEM74B.3	0.00628005303692309	-2.95942201805009	0.016	0.085	1	4	TMEM74B
MAT2B	0.00628083815199774	0.129953192841966	0.358	0.211	1	4	MAT2B
CCDC163	0.00628152084666539	1.76604579131542	0.041	0.011	1	4	CCDC163
ANKRD49.1	0.00628785700920682	0.243805781880346	0.301	0.179	1	4	ANKRD49
GMNN.1	0.00629411111805007	0.143548360674338	0.35	0.212	1	4	GMNN
TMEM179B.2	0.00631034446434	0.133330064370218	0.675	0.445	1	4	TMEM179B
PCDHB9	0.00632130059076755	1.80828927311106	0.041	0.011	1	4	PCDHB9
AL096865.1	0.00632130059076755	1.35043488945834	0.041	0.011	1	4	AL096865.1
ZNF891.1	0.00633570763701981	0.481031138599375	0.163	0.084	1	4	ZNF891
ZC3HAV1L	0.00634649713721982	0.633719917890179	0.089	0.037	1	4	ZC3HAV1L
TMEM212	0.00634973462852406	2.15922053363967	0.033	0.008	1	4	TMEM212
FKBP10.3	0.00635198969898794	0.201262880839998	0.634	0.434	1	4	FKBP10
KLC1.2	0.00635466972587183	0.112072112988185	0.455	0.299	1	4	KLC1
AC025809.1.3	0.00635487732829818	0.416223939353669	0.154	0.079	1	4	AC025809.1
RHOF	0.00635813269175473	0.645420478028647	0.089	0.037	1	4	RHOF
PLLP.2	0.00637218503749207	0.677743265010111	0.081	0.032	1	4	PLLP
MAPRE3.1	0.00637277554874217	0.371996044999732	0.236	0.134	1	4	MAPRE3
AL451062.1	0.0063734254356949	1.91946661582353	0.033	0.008	1	4	AL451062.1
NANS.1	0.00637667016336911	0.284749343258689	0.301	0.18	1	4	NANS
GON4L	0.00638126038790541	0.279441551101695	0.447	0.29	1	4	GON4L
PEX2.3	0.00638784360014564	0.321978475674095	0.439	0.289	1	4	PEX2
NRG2.4	0.00639107259369382	0.232519929066715	0.228	0.127	1	4	NRG2
MAP6D1	0.00639719575320434	2.16718737533682	0.033	0.008	1	4	MAP6D1
C9orf170	0.00639719575320434	1.82134009625428	0.033	0.008	1	4	C9orf170
AC005821.1	0.00639719575320434	1.95407287564018	0.033	0.008	1	4	AC005821.1
LECT2	0.0064015409646175	1.3906116131141	0.041	0.011	1	4	LECT2
PRC1-AS1	0.0064015409646175	1.51976600388758	0.041	0.011	1	4	PRC1-AS1
SLC35E1	0.00640306802406149	0.437780310340278	0.163	0.085	1	4	SLC35E1
AL035670.1	0.00640571823414871	0.670679694723643	0.114	0.052	1	4	AL035670.1
PRR5L	0.00640650477449121	0.823227029686568	0.081	0.032	1	4	PRR5L
TBC1D20.1	0.00642165255467644	0.167453861801744	0.398	0.248	1	4	TBC1D20
APOL6.1	0.00642738734019336	-0.208654774510196	0.382	0.222	1	4	APOL6
PSMD5.1	0.00643807906184722	0.227609197924786	0.276	0.161	1	4	PSMD5
OSBPL11	0.00643835263285578	0.62898317496995	0.252	0.148	1	4	OSBPL11
KIF2C	0.00644497584325416	2.09107745513341	0.033	0.008	1	4	KIF2C
STARD3NL.1	0.00646400090580454	0.255526974839795	0.309	0.188	1	4	STARD3NL
ZFAND3.2	0.0064679479967475	0.148809866751054	0.74	0.552	1	4	ZFAND3
AC105254.1	0.0064689860791366	1.45188161897788	0.033	0.008	1	4	AC105254.1
EHMT2-AS1	0.0064689860791366	2.06609062462057	0.033	0.008	1	4	EHMT2-AS1
ZNF528-AS1	0.00647483510576591	0.195712075812247	0.195	0.105	1	4	ZNF528-AS1
AQP1	0.0064919883455703	1.73661822816831	0.057	0.019	1	4	AQP1
AC009560.3	0.00649307675204323	1.5214306397905	0.033	0.008	1	4	AC009560.3
MPPE1	0.00649928187800955	0.402758104523837	0.203	0.112	1	4	MPPE1
RAMP1.2	0.00650073919178111	-0.534488883422898	0.35	0.434	1	4	RAMP1
RRP15	0.00650378778310935	0.31884373044515	0.431	0.274	1	4	RRP15
LINC00641	0.00651783213635396	1.29225819794574	0.065	0.023	1	4	LINC00641
MIDN	0.00651865069572427	0.230233037952655	0.431	0.277	1	4	MIDN
SDHAF2.2	0.00652351954540276	0.21183064819789	0.382	0.239	1	4	SDHAF2
KAT2B.1	0.00652604989750717	-0.119013728592004	0.211	0.113	1	4	KAT2B
CEP70.2	0.00653115234848516	0.175214099970183	0.285	0.166	1	4	CEP70
GRAMD1C	0.00653244278356506	1.18225310974054	0.065	0.023	1	4	GRAMD1C
LINC01474	0.00654150034150085	1.6043315906542	0.033	0.008	1	4	LINC01474
AC011043.1	0.00654223686068085	0.493985821698326	0.122	0.057	1	4	AC011043.1
C1QTNF3	0.00654416951551037	1.61207886297896	0.041	0.011	1	4	C1QTNF3
FAM131A	0.00654501132806223	0.116550681298152	0.22	0.12	1	4	FAM131A
ERMARD	0.00654779195952371	0.563389551658145	0.171	0.09	1	4	ERMARD
PAF1.1	0.0065498442493586	0.262108821379382	0.285	0.168	1	4	PAF1
AC069437.1	0.0065658337256796	1.8706898184033	0.033	0.008	1	4	AC069437.1
RNF212.3	0.00656809964911371	0.825229413631896	0.106	0.047	1	4	RNF212
WIPF3.3	0.00656971201930163	0.716394689949959	0.13	0.063	1	4	WIPF3
DEXI.3	0.00657242775218715	0.175059970237192	0.447	0.28	1	4	DEXI
MIS18A	0.00657558968070129	0.541986171558157	0.13	0.063	1	4	MIS18A
UBE2N	0.00657929708128529	0.165232412178726	0.602	0.404	1	4	UBE2N
LTBR	0.00658088558084533	0.144316165363397	0.431	0.263	1	4	LTBR
AC245297.2	0.006585442169369	0.994550396560492	0.041	0.011	1	4	AC245297.2
GBA	0.00658775349031672	0.162745891265254	0.22	0.122	1	4	GBA
AC012467.2	0.00659024848213955	1.84471691682118	0.033	0.008	1	4	AC012467.2
SMIM14.3	0.00659366697718071	0.136967704604493	0.683	0.477	1	4	SMIM14
MOB1A	0.00659400233300744	0.149989407225756	0.715	0.488	1	4	MOB1A
STMN3.2	0.00660671667379491	0.348220545518952	0.317	0.197	1	4	STMN3
AC112196.1	0.00661474484603975	1.86126008750019	0.033	0.008	1	4	AC112196.1
HCFC2.1	0.00662522429227799	0.123572879939503	0.374	0.228	1	4	HCFC2
S1PR3.2	0.00664631869561372	0.16015800274486	0.48	0.308	1	4	S1PR3
AC006059.1.1	0.00664718494949768	0.326739592212589	0.195	0.106	1	4	AC006059.1
CSRP1.3	0.00665196949563221	-0.115706210295767	0.854	0.571	1	4	CSRP1
RBM28.1	0.00665985295229994	0.277703843493542	0.341	0.211	1	4	RBM28
C14orf132.1	0.00667095616603318	0.191456883647077	0.22	0.121	1	4	C14orf132
GPBP1L1.2	0.00667689615345485	0.253030920643557	0.472	0.299	1	4	GPBP1L1
KRIT1.1	0.0066829217762832	0.160702146805876	0.569	0.374	1	4	KRIT1
AC004080.2.2	0.00668423015570817	0.735168264578498	0.122	0.057	1	4	AC004080.2
SCAP.2	0.00668883917944756	0.210815552490563	0.22	0.121	1	4	SCAP
SUSD6.2	0.0066898080788919	0.287676805395086	0.203	0.112	1	4	SUSD6
LINC00847.2	0.00669158830230664	0.576592522820357	0.138	0.068	1	4	LINC00847
CNTFR.4	0.00669494155276627	0.370583077755506	0.154	0.078	1	4	CNTFR
PIGH.2	0.00670689081103126	0.243410004580193	0.252	0.143	1	4	PIGH
OSCP1.1	0.00671186685744668	0.471473077341392	0.146	0.073	1	4	OSCP1
AC005104.3	0.00671355109811874	1.63216191114204	0.033	0.008	1	4	AC005104.3
TMOD1.3	0.00671527534737077	-2.00156835064498	0.065	0.148	1	4	TMOD1
OCLN	0.00673845904551076	1.65487728807284	0.033	0.008	1	4	OCLN
TMEFF1	0.00674488258765945	0.493211811022631	0.073	0.028	1	4	TMEFF1
CNNM1.1	0.00674488258765945	0.524109820699334	0.073	0.028	1	4	CNNM1
AL512329.2	0.00676345002265041	1.39663048622886	0.033	0.008	1	4	AL512329.2
ESF1.2	0.00676633722615684	0.132052441226324	0.577	0.391	1	4	ESF1
CASP9.1	0.00678001120691054	0.914482782267778	0.13	0.064	1	4	CASP9
HCFC1.1	0.0067867863156274	0.148223705682715	0.163	0.082	1	4	HCFC1
AC008496.2	0.00678852426848794	1.82845322151556	0.033	0.008	1	4	AC008496.2
TBL2	0.00679028104264929	0.507161454526321	0.203	0.114	1	4	TBL2
AMACR	0.00680179331738144	0.485936917229277	0.122	0.057	1	4	AMACR
UBLCP1.1	0.00680636627847142	0.243511717509088	0.366	0.225	1	4	UBLCP1
ZNF639	0.0068226491461084	0.203804375965431	0.301	0.18	1	4	ZNF639
RBMXL1.1	0.0068261596689246	0.47626037965805	0.203	0.112	1	4	RBMXL1
RGS19.3	0.00683123857152452	-1.96985654740975	0.033	0.108	1	4	RGS19
KLHL11.1	0.0068323299689893	1.2253466034585	0.122	0.057	1	4	KLHL11
LRP8	0.00683892352478079	1.02035651483074	0.033	0.008	1	4	LRP8
C12orf73	0.00685399703168158	0.234097857257186	0.341	0.211	1	4	C12orf73
SLC8A1-AS1.2	0.00685830720258156	1.05299712795186	0.098	0.043	1	4	SLC8A1-AS1
AC068587.4.2	0.00686936090825012	0.161173732119117	0.325	0.195	1	4	AC068587.4
KIN.1	0.00688252547344869	0.116454876185665	0.358	0.215	1	4	KIN
SLC7A6OS	0.00688359827609312	0.241470972838842	0.22	0.123	1	4	SLC7A6OS
SFXN1.2	0.00689631504466784	0.174627495126396	0.333	0.201	1	4	SFXN1
INSIG1.1	0.00689892416927358	0.177263208438548	0.35	0.217	1	4	INSIG1
SLC30A1.2	0.00690354465778833	0.559940548548389	0.154	0.079	1	4	SLC30A1
DTX4	0.00690980265615025	0.690905649730307	0.106	0.048	1	4	DTX4
ALOX12-AS1.1	0.00691159883004969	0.289738664139587	0.309	0.188	1	4	ALOX12-AS1
CDC40	0.00692287337874746	0.19069738546755	0.65	0.44	1	4	CDC40
ZNF273	0.00693270014362988	0.83007295770205	0.114	0.052	1	4	ZNF273
TRAK1.4	0.00693845908293983	-1.49551769485389	0.228	0.306	1	4	TRAK1
AL121603.2	0.0069438701552581	0.683222553751915	0.089	0.037	1	4	AL121603.2
MED7	0.00695282873710728	0.227324674232057	0.244	0.14	1	4	MED7
MIER1	0.00696320427700945	0.18937298646566	0.78	0.607	1	4	MIER1
EEF1D.2	0.00696940672795978	-0.263954446775527	0.984	0.914	1	4	EEF1D
AC010336.8	0.00698236410593282	0.650367279632189	0.098	0.042	1	4	AC010336.8
FIS1.1	0.0069951309303948	-0.518502935209923	0.805	0.694	1	4	FIS1
AURKA	0.00699915381973361	0.840123300817678	0.098	0.043	1	4	AURKA
TEX2.1	0.00701542897541855	0.503259262877904	0.187	0.103	1	4	TEX2
MON1A	0.00703924254750976	0.996183379779361	0.065	0.023	1	4	MON1A
FHOD3.2	0.00704442676595748	-0.215021314373491	0.195	0.104	1	4	FHOD3
ITGB5.2	0.00705229015103017	0.11217580813634	0.374	0.224	1	4	ITGB5
LY6G5C.3	0.00705614883262221	0.949347878570783	0.106	0.048	1	4	LY6G5C
ZNF836	0.00706012535289852	0.378622327147013	0.146	0.074	1	4	ZNF836
COL4A2.4	0.00707143111679841	-0.786360438468618	0.894	0.752	1	4	COL4A2
BBS2.1	0.0070765184422235	0.280086518598931	0.195	0.104	1	4	BBS2
